form,root
ängstigt,ängstigen
ängstigte,ängstigen
sprengte,sprengen
sprenge,sprengen
sprengt,sprengen
sprenge,sprengen
gesprengt,sprengen
sprengst,sprengen
sprengt,sprengen
sprengte,sprengen
drahtete,drahten
drahte,drahten
drahtet,drahten
drahte,drahten
gedrahtet,drahten
drahtest,drahten
drahtet,drahten
drahtete,drahten
rackerte ab,abrackern
rackere ab,abrackern
rackert ab,abrackern
rackere ab,abrackern
abgerackert,abrackern
rackerst ab,abrackern
rackert ab,abrackern
rackerte ab,abrackern
beruhte,beruhen
beruht,beruhen
beruht,beruhen
beruhte,beruhen
bespickte,bespicken
bespick,bespicken
bespickt,bespicken
bespicke,bespicken
bespickt,bespicken
bespickst,bespicken
bespickt,bespicken
bespickte,bespicken
beargwöhnte,beargwöhnen
beargwöhn,beargwöhnen
beargwöhnt,beargwöhnen
beargwöhne,beargwöhnen
beargwöhnt,beargwöhnen
beargwöhnst,beargwöhnen
beargwöhnt,beargwöhnen
beargwöhnte,beargwöhnen
stockte auf,aufstocken
stock auf,aufstocken
stockt auf,aufstocken
stocke auf,aufstocken
aufgestockt,aufstocken
stockst auf,aufstocken
stockt auf,aufstocken
stockte auf,aufstocken
schriebe,schreiben
schreibe,schreiben
schreibt,schreiben
schreibe,schreiben
geschrieben,schreiben
schreibst,schreiben
schreibt,schreiben
schrieb,schreiben
verstiege,versteigen
versteig,versteigen
versteigt,versteigen
versteige,versteigen
verstiegen,versteigen
versteigst,versteigen
versteigt,versteigen
verstieg,versteigen
bratschte,bratschen
bratsch,bratschen
bratscht,bratschen
bratsche,bratschen
gebratscht,bratschen
bratschst,bratschen
bratscht,bratschen
bratschte,bratschen
hätte an,anhaben
hab an,anhaben
habt an,anhaben
habe an,anhaben
angehabt,anhaben
hast an,anhaben
hat an,anhaben
hatte an,anhaben
verbündete,verbünden
verbünd,verbünden
verbündet,verbünden
verbünde,verbünden
verbündet,verbünden
verbündest,verbünden
verbündet,verbünden
verbündete,verbünden
stellte voran,voranstellen
stell voran,voranstellen
stellt voran,voranstellen
stelle voran,voranstellen
vorangestellt,voranstellen
stellst voran,voranstellen
stellt voran,voranstellen
stellte voran,voranstellen
schwänzelte,schwänzeln
schwänzel,schwänzeln
schwänzelt,schwänzeln
schwänzle,schwänzeln
geschwänzelt,schwänzeln
schwänzelst,schwänzeln
schwänzelt,schwänzeln
schwänzelte,schwänzeln
heiterte auf,aufheitern
heiter auf,aufheitern
heitert auf,aufheitern
heitere auf,aufheitern
aufgeheitert,aufheitern
heiterst auf,aufheitern
heitert auf,aufheitern
heiterte auf,aufheitern
schönte,schönen
schöne,schönen
schönt,schönen
schöne,schönen
geschönt,schönen
schönst,schönen
schönt,schönen
schönte,schönen
ventilierte,ventilieren
ventiliere,ventilieren
ventiliert,ventilieren
ventiliere,ventilieren
ventiliert,ventilieren
ventilierst,ventilieren
ventiliert,ventilieren
ventilierte,ventilieren
buckelte,buckeln
buckel,buckeln
buckelt,buckeln
buckele,buckeln
gebuckelt,buckeln
buckelst,buckeln
buckelt,buckeln
buckelte,buckeln
unterfertigte,unterfertigen
unterfertig,unterfertigen
unterfertigt,unterfertigen
unterfertige,unterfertigen
unterfertigt,unterfertigen
unterfertigst,unterfertigen
unterfertigt,unterfertigen
unterfertigte,unterfertigen
maischte,maischen
maisch,maischen
maischt,maischen
maische,maischen
gemaischt,maischen
maischst,maischen
maischt,maischen
maischte,maischen
hurte,huren
hur,huren
hurt,huren
hure,huren
gehurt,huren
hurst,huren
hurt,huren
hurte,huren
befleißigte,befleißigen
befleißig,befleißigen
befleißigt,befleißigen
befleißige,befleißigen
befleißigt,befleißigen
befleißigst,befleißigen
befleißigt,befleißigen
befleißigte,befleißigen
behielte lieb,lieb behalten
behalte lieb,lieb behalten
behaltet lieb,lieb behalten
behalte lieb,lieb behalten
lieb behalten,lieb behalten
behältst lieb,lieb behalten
behält lieb,lieb behalten
behielt lieb,lieb behalten
legte nahe,nahelegen
leg nahe,nahelegen
legt nahe,nahelegen
lege nahe,nahelegen
nahegelegt,nahelegen
legst nahe,nahelegen
legt nahe,nahelegen
legte nahe,nahelegen
bewahrheitete,bewahrheiten
bewahrheit,bewahrheiten
bewahrheitet,bewahrheiten
bewahrheite,bewahrheiten
bewahrheitet,bewahrheiten
bewahrheitest,bewahrheiten
bewahrheitet,bewahrheiten
bewahrheitete,bewahrheiten
nutzte,nutzen
nutze,nutzen
nutzt,nutzen
nutze,nutzen
genutzt,nutzen
nutzt,nutzen
nutzt,nutzen
nutzte,nutzen
kommandierte,kommandieren
kommandiere,kommandieren
kommandiert,kommandieren
kommandiere,kommandieren
kommandiert,kommandieren
kommandierst,kommandieren
kommandiert,kommandieren
kommandierte,kommandieren
metzelte dahin,dahinmetzeln
metzele dahin,dahinmetzeln
metzelt dahin,dahinmetzeln
metzele dahin,dahinmetzeln
dahingemetzelt,dahinmetzeln
metzelst dahin,dahinmetzeln
metzelt dahin,dahinmetzeln
metzelte dahin,dahinmetzeln
analysierte,analysieren
analysiere,analysieren
analysiert,analysieren
analysiere,analysieren
analysiert,analysieren
analysierst,analysieren
analysiert,analysieren
analysierte,analysieren
verjährte,verjähren
verjährt,verjähren
verjährt,verjähren
verjährte,verjähren
störte,stören
stör,stören
stört,stören
störe,stören
gestört,stören
störst,stören
stört,stören
störte,stören
erlaubte,erlauben
erlaube,erlauben
erlaubt,erlauben
erlaube,erlauben
erlaubt,erlauben
erlaubst,erlauben
erlaubt,erlauben
erlaubte,erlauben
schwängerte,schwängern
schwängere,schwängern
schwängert,schwängern
schwängere,schwängern
geschwängert,schwängern
schwängerst,schwängern
schwängert,schwängern
schwängerte,schwängern
französierte,französieren
französier,französieren
französiert,französieren
französiere,französieren
französiert,französieren
französierst,französieren
französiert,französieren
französierte,französieren
tastete an,antasten
tast an,antasten
tastet an,antasten
taste an,antasten
angetastet,antasten
tastest an,antasten
tastet an,antasten
tastete an,antasten
zersägte,zersägen
zersäg,zersägen
zersägt,zersägen
zersäge,zersägen
zersägt,zersägen
zersägst,zersägen
zersägt,zersägen
zersägte,zersägen
deaktivierte,deaktivieren
deaktiviere,deaktivieren
deaktiviert,deaktivieren
deaktiviere,deaktivieren
deaktiviert,deaktivieren
deaktivierst,deaktivieren
deaktiviert,deaktivieren
deaktivierte,deaktivieren
grabschte an,angrabschen
grabsch an,angrabschen
grabscht an,angrabschen
grabsche an,angrabschen
angegrabscht,angrabschen
grabscht an,angrabschen
grabscht an,angrabschen
grabschte an,angrabschen
hielte auf,aufhalten
halte auf,aufhalten
haltet auf,aufhalten
halte auf,aufhalten
aufgehalten,aufhalten
hältst auf,aufhalten
hält auf,aufhalten
hielt auf,aufhalten
dissentierte,dissentieren
dissentiere,dissentieren
dissentiert,dissentieren
dissentiere,dissentieren
dissentiert,dissentieren
dissentierst,dissentieren
dissentiert,dissentieren
dissentierte,dissentieren
böte dar,darbieten
biete dar,darbieten
bietet dar,darbieten
biete dar,darbieten
dargeboten,darbieten
bietest dar,darbieten
bietet dar,darbieten
bot dar,darbieten
beschwipste,beschwipsen
beschwips,beschwipsen
beschwipst,beschwipsen
beschwipse,beschwipsen
beschwipst,beschwipsen
beschwipst,beschwipsen
beschwipst,beschwipsen
beschwipste,beschwipsen
tischlerte,tischlern
tischler,tischlern
tischlert,tischlern
tischlere,tischlern
getischlert,tischlern
tischlerst,tischlern
tischlert,tischlern
tischlerte,tischlern
gäbe bekannt,bekannt geben
gib bekannt,bekannt geben
gebt bekannt,bekannt geben
gebe bekannt,bekannt geben
bekannt gegeben,bekannt geben
gibst bekannt,bekannt geben
gibt bekannt,bekannt geben
gab bekannt,bekannt geben
jarowisierte,jarowisieren
jarowisier,jarowisieren
jarowisiert,jarowisieren
jarowisiere,jarowisieren
jarowisiert,jarowisieren
jarowisierst,jarowisieren
jarowisiert,jarowisieren
jarowisierte,jarowisieren
erschmölze,erschmelzen
erschmilz,erschmelzen
erschmelzt,erschmelzen
erschmelze,erschmelzen
erschmolzen,erschmelzen
erschmilzt,erschmelzen
erschmilzt,erschmelzen
erschmolz,erschmelzen
erlösche,erlöschen
erlisch,erlöschen
erlöscht,erlöschen
erlösche,erlöschen
erloschen,erlöschen
erlischst,erlöschen
erlischt,erlöschen
erlosch,erlöschen
behagte,behagen
behag,behagen
behagt,behagen
behage,behagen
behagt,behagen
behagst,behagen
behagt,behagen
behagte,behagen
philosophierte,philosophieren
philosophiere,philosophieren
philosophiert,philosophieren
philosophiere,philosophieren
philosophiert,philosophieren
philosophierst,philosophieren
philosophiert,philosophieren
philosophierte,philosophieren
priorisierte,priorisieren
priorisier,priorisieren
priorisiert,priorisieren
priorisiere,priorisieren
priorisiert,priorisieren
priorisierst,priorisieren
priorisiert,priorisieren
priorisierte,priorisieren
überlüde,überladen
überlade,überladen
überladet,überladen
überlade,überladen
überladen,überladen
überlädst,überladen
überlädt,überladen
überlud,überladen
veruntreute,veruntreuen
veruntreu,veruntreuen
veruntreut,veruntreuen
veruntreue,veruntreuen
veruntreut,veruntreuen
veruntreust,veruntreuen
veruntreut,veruntreuen
veruntreute,veruntreuen
metzelte nieder,niedermetzeln
metzele nieder,niedermetzeln
metzelt nieder,niedermetzeln
metzele nieder,niedermetzeln
niedergemetzelt,niedermetzeln
metzelst nieder,niedermetzeln
metzelt nieder,niedermetzeln
metzelte nieder,niedermetzeln
doppelte,doppeln
doppel,doppeln
doppelt,doppeln
doppele,doppeln
gedoppelt,doppeln
doppelst,doppeln
doppelt,doppeln
doppelte,doppeln
verzerrte,verzerren
verzerr,verzerren
verzerrt,verzerren
verzerre,verzerren
verzerrt,verzerren
verzerrst,verzerren
verzerrt,verzerren
verzerrte,verzerren
bagatellisierte,bagatellisieren
bagatellisiere,bagatellisieren
bagatellisiert,bagatellisieren
bagatellisiere,bagatellisieren
bagatellisiert,bagatellisieren
bagatellisierst,bagatellisieren
bagatellisiert,bagatellisieren
bagatellisierte,bagatellisieren
hielte dicht,dichthalten
halte dicht,dichthalten
haltet dicht,dichthalten
halte dicht,dichthalten
dichtgehalten,dichthalten
hältst dicht,dichthalten
hält dicht,dichthalten
hielt dicht,dichthalten
degustierte,degustieren
degustier,degustieren
degustiert,degustieren
degustiere,degustieren
degustiert,degustieren
degustierst,degustieren
degustiert,degustieren
degustierte,degustieren
käme rüber,rüberkommen
komme rüber,rüberkommen
kommt rüber,rüberkommen
komme rüber,rüberkommen
rübergekommen,rüberkommen
kommst rüber,rüberkommen
kommt rüber,rüberkommen
kam rüber,rüberkommen
fasste,fassen
fass,fassen
fasst,fassen
fasse,fassen
gefasst,fassen
fasst,fassen
fasst,fassen
fasste,fassen
kompostierte,kompostieren
kompostier,kompostieren
kompostiert,kompostieren
kompostiere,kompostieren
kompostiert,kompostieren
kompostierst,kompostieren
kompostiert,kompostieren
kompostierte,kompostieren
teilte,teilen
teile,teilen
teilt,teilen
teile,teilen
geteilt,teilen
teilst,teilen
teilt,teilen
teilte,teilen
veränderte,verändern
veränder,verändern
verändert,verändern
verändere,verändern
verändert,verändern
veränderst,verändern
verändert,verändern
veränderte,verändern
verkackte,verkacken
verkack,verkacken
verkackt,verkacken
verkacke,verkacken
verkackt,verkacken
verkackst,verkacken
verkackt,verkacken
verkackte,verkacken
gewitterte,gewittern
gewittert,gewittern
gewittert,gewittern
gewitterte,gewittern
verfumfeite,verfumfeien
verfumfeie,verfumfeien
verfumfeit,verfumfeien
verfumfeie,verfumfeien
verfumfeit,verfumfeien
verfumfeist,verfumfeien
verfumfeit,verfumfeien
verfumfeite,verfumfeien
rundete auf,aufrunden
runde auf,aufrunden
rundet auf,aufrunden
runde auf,aufrunden
aufgerundet,aufrunden
rundest auf,aufrunden
rundet auf,aufrunden
rundete auf,aufrunden
süffelte,süffeln
süffel,süffeln
süffelt,süffeln
süffle,süffeln
gesüffelt,süffeln
süffelst,süffeln
süffelt,süffeln
süffelte,süffeln
dächte fort,fortdenken
denke fort,fortdenken
denkt fort,fortdenken
denke fort,fortdenken
fortgedacht,fortdenken
denkst fort,fortdenken
denkt fort,fortdenken
dachte fort,fortdenken
schwebte hernieder,herniederschweben
schweb hernieder,herniederschweben
schwebt hernieder,herniederschweben
schwebe hernieder,herniederschweben
herniedergeschwebt,herniederschweben
schwebst hernieder,herniederschweben
schwebt hernieder,herniederschweben
schwebte hernieder,herniederschweben
oszillierte,oszillieren
oszilliere,oszillieren
oszilliert,oszillieren
oszilliere,oszillieren
oszilliert,oszillieren
oszillierst,oszillieren
oszilliert,oszillieren
oszillierte,oszillieren
bezähmte,bezähmen
bezähm,bezähmen
bezähmt,bezähmen
bezähme,bezähmen
bezähmt,bezähmen
bezähmst,bezähmen
bezähmt,bezähmen
bezähmte,bezähmen
schniegelte,schniegeln
schniegel,schniegeln
schniegelt,schniegeln
schniegele,schniegeln
geschniegelt,schniegeln
schniegelst,schniegeln
schniegelt,schniegeln
schniegelte,schniegeln
bestände,bestehen
besteh,bestehen
besteht,bestehen
bestehe,bestehen
bestanden,bestehen
bestehst,bestehen
besteht,bestehen
bestand,bestehen
campierte,campieren
campier,campieren
campiert,campieren
campiere,campieren
campiert,campieren
campierst,campieren
campiert,campieren
campierte,campieren
lutschte,lutschen
lutsch,lutschen
lutscht,lutschen
lutsche,lutschen
gelutscht,lutschen
lutschst,lutschen
lutscht,lutschen
lutschte,lutschen
erneute,erneuen
erneu,erneuen
erneut,erneuen
erneue,erneuen
erneut,erneuen
erneust,erneuen
erneut,erneuen
erneute,erneuen
baute ein,einbauen
bau ein,einbauen
baut ein,einbauen
baue ein,einbauen
eingebaut,einbauen
baust ein,einbauen
baut ein,einbauen
baute ein,einbauen
versperrte,versperren
versperre,versperren
versperrt,versperren
versperre,versperren
versperrt,versperren
versperrst,versperren
versperrt,versperren
versperrte,versperren
paketierte,paketieren
paketier,paketieren
paketiert,paketieren
paketiere,paketieren
paketiert,paketieren
paketierst,paketieren
paketiert,paketieren
paketierte,paketieren
merkte an,anmerken
merk an,anmerken
merkt an,anmerken
merke an,anmerken
angemerkt,anmerken
merkst an,anmerken
merkt an,anmerken
merkte an,anmerken
verschickte,verschicken
verschick,verschicken
verschickt,verschicken
verschicke,verschicken
verschickt,verschicken
verschickst,verschicken
verschickt,verschicken
verschickte,verschicken
schweinigelte,schweinigeln
schweinigle,schweinigeln
schweinigelt,schweinigeln
schweinigle,schweinigeln
geschweinigelt,schweinigeln
schweinigelst,schweinigeln
schweinigelt,schweinigeln
schweinigelte,schweinigeln
segelte mit,mitsegeln
segle mit,mitsegeln
segelt mit,mitsegeln
segle mit,mitsegeln
mitgesegelt,mitsegeln
segelst mit,mitsegeln
segelt mit,mitsegeln
segelte mit,mitsegeln
entführe,entfahren
entfahre,entfahren
entfahrt,entfahren
entfahre,entfahren
entfahren,entfahren
entfährst,entfahren
entfährt,entfahren
entfuhr,entfahren
harmonierte,harmonieren
harmonier,harmonieren
harmoniert,harmonieren
harmoniere,harmonieren
harmoniert,harmonieren
harmonierst,harmonieren
harmoniert,harmonieren
harmonierte,harmonieren
hörnte,hörnen
hörn,hörnen
hörnt,hörnen
hörne,hörnen
gehörnt,hörnen
hörnst,hörnen
hörnt,hörnen
hörnte,hörnen
krankte,kranken
kranke,kranken
krankt,kranken
kranke,kranken
gekrankt,kranken
krankst,kranken
krankt,kranken
krankte,kranken
zerginge,zergehen
zergeh,zergehen
zergeht,zergehen
zergehe,zergehen
zergangen,zergehen
zergehst,zergehen
zergeht,zergehen
zerging,zergehen
schweifte,schweifen
schweif,schweifen
schweift,schweifen
schweife,schweifen
geschweift,schweifen
schweifst,schweifen
schweift,schweifen
schweifte,schweifen
dersäufte,dersäufen
dersäuf!,dersäufen
dersäuft!,dersäufen
dersäufe,dersäufen
dersäuft,dersäufen
dersäufst,dersäufen
dersäuft,dersäufen
dersäufte,dersäufen
saugte,saugen
saug,saugen
saugt,saugen
sauge,saugen
gesaugt,saugen
saugst,saugen
saugt,saugen
saugte,saugen
zeigte auf,aufzeigen
zeig auf,aufzeigen
zeigt auf,aufzeigen
zeige auf,aufzeigen
aufgezeigt,aufzeigen
zeigst auf,aufzeigen
zeigt auf,aufzeigen
zeigte auf,aufzeigen
schlitterte,schlittern
schlittere,schlittern
schlittert,schlittern
schlittere,schlittern
geschlittert,schlittern
schlitterst,schlittern
schlittert,schlittern
schlitterte,schlittern
prolongierte,prolongieren
prolongiere,prolongieren
prolongiert,prolongieren
prolongiere,prolongieren
prolongiert,prolongieren
prolongierst,prolongieren
prolongiert,prolongieren
prolongierte,prolongieren
stallte ein,einstallen
stall ein,einstallen
stallt ein,einstallen
stalle ein,einstallen
eingestallt,einstallen
stallst ein,einstallen
stallt ein,einstallen
stallte ein,einstallen
inlinete,inlinen
inline,inlinen
inlinet,inlinen
inline,inlinen
geinlinet,inlinen
inlinest,inlinen
inlinet,inlinen
inlinete,inlinen
beteiligte,beteiligen
beteilige,beteiligen
beteiligt,beteiligen
beteilige,beteiligen
beteiligt,beteiligen
beteiligst,beteiligen
beteiligt,beteiligen
beteiligte,beteiligen
verstaatlichte,verstaatlichen
verstaatlich,verstaatlichen
verstaatlicht,verstaatlichen
verstaatliche,verstaatlichen
verstaatlicht,verstaatlichen
verstaatlichst,verstaatlichen
verstaatlicht,verstaatlichen
verstaatlichte,verstaatlichen
exzellierte,exzellieren
exzellier,exzellieren
exzelliert,exzellieren
exzelliere,exzellieren
exzelliert,exzellieren
exzellierst,exzellieren
exzelliert,exzellieren
exzellierte,exzellieren
parametrisierte,parametrisieren
parametrisiere,parametrisieren
parametrisiert,parametrisieren
parametrisiere,parametrisieren
parametrisiert,parametrisieren
parametrisierst,parametrisieren
parametrisiert,parametrisieren
parametrisierte,parametrisieren
erledigte,erledigen
erledig,erledigen
erledigt,erledigen
erledige,erledigen
erledigt,erledigen
erledigst,erledigen
erledigt,erledigen
erledigte,erledigen
böte auf,aufbieten
biet auf,aufbieten
bietet auf,aufbieten
biete auf,aufbieten
aufgeboten,aufbieten
bietest auf,aufbieten
bietet auf,aufbieten
bot auf,aufbieten
kollaborierte,kollaborieren
kollaboriere,kollaborieren
kollaboriert,kollaborieren
kollaboriere,kollaborieren
kollaboriert,kollaborieren
kollaborierst,kollaborieren
kollaboriert,kollaborieren
kollaborierte,kollaborieren
<small>(bätzte aus)</small>,ausbätzen
bätze aus,ausbätzen
bätzt aus,ausbätzen
bätze aus,ausbätzen
ausgebätzt,ausbätzen
bätzt aus,ausbätzen
bätzt aus,ausbätzen
<small>(bätzte aus)</small>,ausbätzen
schlängelte,schlängeln
schlängel,schlängeln
schlängelt,schlängeln
schlängele,schlängeln
geschlängelt,schlängeln
schlängelst,schlängeln
schlängelt,schlängeln
schlängelte,schlängeln
rexte ein,einrexen
rex ein,einrexen
rext ein,einrexen
rexe ein,einrexen
eingerext,einrexen
rext ein,einrexen
rext ein,einrexen
rexte ein,einrexen
zerfleischte,zerfleischen
zerfleisch,zerfleischen
zerfleischt,zerfleischen
zerfleische,zerfleischen
zerfleischt,zerfleischen
zerfleischst,zerfleischen
zerfleischt,zerfleischen
zerfleischte,zerfleischen
revierte,revieren
revier,revieren
reviert,revieren
reviere,revieren
reviert,revieren
revierst,revieren
reviert,revieren
revierte,revieren
trenzte,trenzen
trenz,trenzen
trenzt,trenzen
trenze,trenzen
getrenzt,trenzen
trenzt,trenzen
trenzt,trenzen
trenzte,trenzen
bemusterte,bemustern
bemustere,bemustern
bemustert,bemustern
bemustere,bemustern
bemustert,bemustern
bemusterst,bemustern
bemustert,bemustern
bemusterte,bemustern
verknallte,verknallen
verknall,verknallen
verknallt,verknallen
verknalle,verknallen
verknallt,verknallen
verknallst,verknallen
verknallt,verknallen
verknallte,verknallen
fakturierte,fakturieren
fakturiere,fakturieren
fakturiert,fakturieren
fakturiere,fakturieren
fakturiert,fakturieren
fakturierst,fakturieren
fakturiert,fakturieren
fakturierte,fakturieren
nickte ab,abnicken
nick ab,abnicken
nickt ab,abnicken
nicke ab,abnicken
abgenickt,abnicken
nickst ab,abnicken
nickt ab,abnicken
nickte ab,abnicken
befristete,befristen
befriste,befristen
befristet,befristen
befriste,befristen
befristet,befristen
befristest,befristen
befristet,befristen
befristete,befristen
entgratete,entgraten
entgrat,entgraten
entgratet,entgraten
entgrate,entgraten
entgratet,entgraten
entgratest,entgraten
entgratet,entgraten
entgratete,entgraten
verdoppelte,verdoppeln
verdoppele,verdoppeln
verdoppelt,verdoppeln
verdopple,verdoppeln
verdoppelt,verdoppeln
verdoppelst,verdoppeln
verdoppelt,verdoppeln
verdoppelte,verdoppeln
reichte,reichen
reiche,reichen
reicht,reichen
reiche,reichen
gereicht,reichen
reichst,reichen
reicht,reichen
reichte,reichen
erschallte,erschallen
erschall,erschallen
erschallt,erschallen
erschalle,erschallen
erschallt,erschallen
erschallst,erschallen
erschallt,erschallen
erschallte,erschallen
kästete ein,einkästen
käste ein,einkästen
kästet ein,einkästen
käste ein,einkästen
eingekästet,einkästen
kästest ein,einkästen
kästet ein,einkästen
kästete ein,einkästen
schanzte,schanzen
schanz,schanzen
schanzt,schanzen
schanze,schanzen
geschanzt,schanzen
schanzt,schanzen
schanzt,schanzen
schanzte,schanzen
tränke an,antrinken
trink an,antrinken
trinkt an,antrinken
trinke an,antrinken
angetrunken,antrinken
trinkst an,antrinken
trinkt an,antrinken
trank an,antrinken
überrumpelte,überrumpeln
überrumple,überrumpeln
überrumpelt,überrumpeln
überrumple,überrumpeln
überrumpelt,überrumpeln
überrumpelst,überrumpeln
überrumpelt,überrumpeln
überrumpelte,überrumpeln
beschwägerte,beschwägern
beschwäger,beschwägern
beschwägert,beschwägern
beschwägere,beschwägern
beschwägert,beschwägern
beschwägerst,beschwägern
beschwägert,beschwägern
beschwägerte,beschwägern
verzagte,verzagen
verzag,verzagen
verzagt,verzagen
verzage,verzagen
verzagt,verzagen
verzagst,verzagen
verzagt,verzagen
verzagte,verzagen
verschwände,verschwinden
verschwinde,verschwinden
verschwindet,verschwinden
verschwinde,verschwinden
verschwunden,verschwinden
verschwindest,verschwinden
verschwindet,verschwinden
verschwand,verschwinden
textete an,antexten
texte an,antexten
textet an,antexten
texte an,antexten
angetextet,antexten
textest an,antexten
textet an,antexten
textete an,antexten
fortifizierte,fortifizieren
fortifizier,fortifizieren
fortifiziert,fortifizieren
fortifiziere,fortifizieren
fortifiziert,fortifizieren
fortifizierst,fortifizieren
fortifiziert,fortifizieren
fortifizierte,fortifizieren
erlangte wieder,wiedererlangen
erlang wieder,wiedererlangen
erlangt wieder,wiedererlangen
erlange wieder,wiedererlangen
wiedererlangt,wiedererlangen
erlangst wieder,wiedererlangen
erlangt wieder,wiedererlangen
erlangte wieder,wiedererlangen
verkraftete,verkraften
verkraft,verkraften
verkraftet,verkraften
verkrafte,verkraften
verkraftet,verkraften
verkraftest,verkraften
verkraftet,verkraften
verkraftete,verkraften
verginge,vergehen
vergehe,vergehen
vergeht,vergehen
vergehe,vergehen
vergangen,vergehen
vergehst,vergehen
vergeht,vergehen
verging,vergehen
verlüde,verladen
verlad,verladen
verladet,verladen
verlade,verladen
verladen,verladen
verlädst,verladen
verlädt,verladen
verlud,verladen
beerte ab,abbeeren
beer ab,abbeeren
beert ab,abbeeren
beere ab,abbeeren
abgebeert,abbeeren
beerst ab,abbeeren
beert ab,abbeeren
beerte ab,abbeeren
zensierte,zensieren
zensier,zensieren
zensiert,zensieren
zensiere,zensieren
zensiert,zensieren
zensierst,zensieren
zensiert,zensieren
zensierte,zensieren
schielte,schielen
schiele,schielen
schielt,schielen
schiele,schielen
geschielt,schielen
schielst,schielen
schielt,schielen
schielte,schielen
bewehrte,bewehren
bewehr,bewehren
bewehrt,bewehren
bewehre,bewehren
bewehrt,bewehren
bewehrst,bewehren
bewehrt,bewehren
bewehrte,bewehren
wränge aus,auswringen
wringe aus,auswringen
wringt aus,auswringen
wringe aus,auswringen
ausgewrungen,auswringen
wringst aus,auswringen
wringt aus,auswringen
wrang aus,auswringen
genösse,genießen
genieß,genießen
genießt,genießen
genieße,genießen
genossen,genießen
genießt,genießen
genießt,genießen
genoss,genießen
azetylierte,azetylieren
azetylier,azetylieren
azetyliert,azetylieren
azetyliere,azetylieren
azetyliert,azetylieren
azetylierst,azetylieren
azetyliert,azetylieren
azetylierte,azetylieren
käme zurecht,zurechtkommen
komme zurecht,zurechtkommen
kommt zurecht,zurechtkommen
komme zurecht,zurechtkommen
zurechtgekommen,zurechtkommen
kommst zurecht,zurechtkommen
kommt zurecht,zurechtkommen
kam zurecht,zurechtkommen
schleuste,schleusen
schleus,schleusen
schleust,schleusen
schleuse,schleusen
geschleust,schleusen
schleust,schleusen
schleust,schleusen
schleuste,schleusen
bangte,bangen
bange,bangen
bangt,bangen
bange,bangen
gebangt,bangen
bangst,bangen
bangt,bangen
bangte,bangen
erzte,erzen
erze,erzen
erzt,erzen
erze,erzen
geerzt,erzen
erzt,erzen
erzt,erzen
erzte,erzen
kabbelte,kabbeln
kabble,kabbeln
kabbelt,kabbeln
kabbele,kabbeln
gekabbelt,kabbeln
kabbelst,kabbeln
kabbelt,kabbeln
kabbelte,kabbeln
äußerte,äußern
äußere,äußern
äußert,äußern
äußere,äußern
geäußert,äußern
äußerst,äußern
äußert,äußern
äußerte,äußern
stiege um,umsteigen
steig um,umsteigen
steigt um,umsteigen
steige um,umsteigen
umgestiegen,umsteigen
steigst um,umsteigen
steigt um,umsteigen
stieg um,umsteigen
liebte,lieben
liebe,lieben
liebt,lieben
liebe,lieben
geliebt,lieben
liebst,lieben
liebt,lieben
liebte,lieben
erfreute,erfreuen
erfreu,erfreuen
erfreut,erfreuen
erfreue,erfreuen
erfreut,erfreuen
erfreust,erfreuen
erfreut,erfreuen
erfreute,erfreuen
verabsolutierte,verabsolutieren
verabsolutier,verabsolutieren
verabsolutiert,verabsolutieren
verabsolutiere,verabsolutieren
verabsolutiert,verabsolutieren
verabsolutierst,verabsolutieren
verabsolutiert,verabsolutieren
verabsolutierte,verabsolutieren
kündigte,kündigen
kündig,kündigen
kündigt,kündigen
kündige,kündigen
gekündigt,kündigen
kündigst,kündigen
kündigt,kündigen
kündigte,kündigen
beharkte,beharken
behark,beharken
beharkt,beharken
beharke,beharken
beharkt,beharken
beharkst,beharken
beharkt,beharken
beharkte,beharken
erruderte,errudern
erruder,errudern
errudert,errudern
errudere,errudern
errudert,errudern
erruderst,errudern
errudert,errudern
erruderte,errudern
kündete auf,aufkünden
künd auf,aufkünden
kündet auf,aufkünden
künde auf,aufkünden
aufgekündet,aufkünden
kündest auf,aufkünden
kündet auf,aufkünden
kündete auf,aufkünden
mediatisierte,mediatisieren
mediatisiere,mediatisieren
mediatisiert,mediatisieren
mediatisiere,mediatisieren
mediatisiert,mediatisieren
mediatisierst,mediatisieren
mediatisiert,mediatisieren
mediatisierte,mediatisieren
abecedierte,abecedieren
abecediere,abecedieren
abecediert,abecedieren
abecediere,abecedieren
abecediert,abecedieren
abecedierst,abecedieren
abecediert,abecedieren
abecedierte,abecedieren
zischelte,zischeln
zischele,zischeln
zischelt,zischeln
zischele,zischeln
gezischelt,zischeln
zischelst,zischeln
zischelt,zischeln
zischelte,zischeln
zwängte,zwängen
zwäng,zwängen
zwängt,zwängen
zwänge,zwängen
gezwängt,zwängen
zwängst,zwängen
zwängt,zwängen
zwängte,zwängen
staubte ab,abstauben
staube ab,abstauben
staubt ab,abstauben
staube ab,abstauben
abgestaubt,abstauben
staubst ab,abstauben
staubt ab,abstauben
staubte ab,abstauben
verborgte,verborgen
verborg,verborgen
verborgt,verborgen
verborge,verborgen
verborgt,verborgen
verborgst,verborgen
verborgt,verborgen
verborgte,verborgen
verschwömme,verschwimmen
verschwimme,verschwimmen
verschwimmt,verschwimmen
verschwimme,verschwimmen
verschwommen,verschwimmen
